Reviews,Pos Office Branch,User,Reviews,Rate,tanggal_review
layan muas mbak2 lokeetnya ramah,kantor pos cabang balikpapan,nong nayya,pelayanan yg memuaskan.. mbak2 loketnya ramah,5,2024-09-11
rubah paradigma tentang kantor pos kes lelet tua nyata kantor pos laku inovasi sehingtidak kalah dentidakn jasa kirim lain good job,kantor pos cabang balikpapan,sabar tarihoran,"merubah paradigma saya tentang kantor pos yang terkesan lelet dan tua, ternyata kantor pos sudah melakukan inovasi sehingga tidak kalah dengan jasa pengiriman lainnya, good job",5,2018-08-11
vantage banget gedung bersih layan nya ramah order pick up jutidak keren pak pos,kantor pos cabang balikpapan,ali ghozi purnomo,vantage banget gedungnya..bersih dan layanan nya ramah.. bisa order pick up juga..keren pak pos,5,2024-08-11
kesal betul kirim tidak sampai2 sudah 2 minggu ini kalo masalah lebaran antre jgn sampe 2 minggu masa di kirim belakantidakn barang sampai rumah,kantor pos cabang balikpapan,galuh putri,kesal betul kiriman saya gak sampai2..sudah 2 minggu ini..kalo masalah lebaran dan antre ya jgn sampe 2 minggu masa yang di kirim belakangan barang sudah sampai dirumah,1,2020-08-11
pos indonesia kirim nya buruk profesional beda dentidakn provider swasta ontime selalu dpt  ke alamat tuju,kantor pos cabang balikpapan,rachmad trisatria,"pos indonesia, pengiriman nya buruk, gak profesional

beda dengan provider swasta yg ontime dan selalu bisa dpt / sampai ke alamat tujuan...",1,2020-08-11
kecewa sama layan nya  paket nda jelas ada nya sampe sekarang padahal keterantidakn nya cuma 3 hari sampe  buruk sekali layan macam apa,kantor pos cabang balikpapan,arifial adi pratama,"kecewa sama pelayanan nya , paket nda jelas keberadaan nya sampe sekarang padahal keterangan nya cuma 3 hari sampe , buruk sekali pelayanan macam apa ini",1,2020-08-11
kirim kilat khusus chek status kirim tiba tangtidakl 15 jan knp tgl 22jan blm jutidak kirim alamat nomor telp pos balikpapan ada bisa hubung kecewa dentidakn pos indonesia,kantor pos cabang balikpapan,rustandi natadipura,"kiriman kilat khusus di chek di status kiriman sudah tiba dr tanggal 15 jan, knp sampai tgl 22jan blm juga dikirim ke alamat, nomor telp pos balikpapan tidak ada yg bisa di hubungi... kecewa dengan pos indonesia..",1,2019-08-11
layan ramah bersih bisa bayar tagih listrik air telpon dll mantap ,kantor pos cabang balikpapan,monalisa sirante,"layanan ramah, bersih dan bisa bayar tagihan listrik/air/telpon dll... mantap👍👍👍👍 …",5,2024-08-11
kantor pos balikpapan klandasan sekarang buka lebih lama senin sabtu jam 7 30 - 22 00 minggu jam 9 00-18 00,kantor pos cabang balikpapan,posaja balikpapan,kantor pos balikpapan di klandasan sekarang buka lebih lama senin sampai sabtu jam 7.30 - 22.00 minggu jam 9.00-18.00,5,2022-08-11
saya sih pelayananx lumayan bagus ayo dong kantor pos lebih tintidakatkan pelayananx,kantor pos cabang balikpapan,azizah nurfadhillah alisa,"menurut saya sih pelayananx lumayan bagus,ayo dong kantor pos,lebih di tingkatkan lagi pelayananx",4,2017-08-11
paket kirim lebih bulan lalu sampai jutidak info pos di terima tp barang sampai terima siapa,kantor pos cabang balikpapan,emy wulandari,"paket di kirim lebih dr sebulan yg lalu, belum sampai juga. info dr pos sudah di terima, tp barang belum sampai. diterima oleh siapa?",1,2017-08-11
terima kasih pak pos jam buka lebih panjang bisa menjantidakau seluruh wilayah indonesia tintidakatkan terus layan atidakr masyarakat makin simpati,kantor pos cabang balikpapan,sidik sidik,"terima kasih pak pos, jam bukanya lebih panjang dan bisa menjangkau keseluruh wilayah indonesia, tingkatkan terus..pelayanan, agar masyarakat semakin simpati",4,2017-08-11
telepon cek paket luar negeri ngtidak diantidakat susah mau maju klo layan kurang baik,kantor pos cabang balikpapan,fery irawan,"ditelepon untuk cek paket luar negeri nggak diangkat...
susah mau maju klo pelayanan kurang baik",2,2021-08-11
sering kirim uang kampung lewat kantor pos,kantor pos cabang balikpapan,hammet firdaus (hfirdaus),sering kirim uang ke kampung lewat kantor pos...,5,2024-09-11
lama 1 tahun pake jasa kantor pos pernah kecewa,kantor pos cabang balikpapan,putu sukreni,selama 1 tahun pake jasa kantor pos gak pernah mengecewakan..,5,2019-08-11
santidakt menyenantidakan  layan baik ramah,kantor pos cabang balikpapan,agus fdr,"sangat menyenangkan , dan pelayanan yg baik dan ramah",5,2024-09-11
kirim kurir balikpapan santidakt lama kalo kirim balikpapan pake ekspedisi saja semotidak segera tidaknti managementnya,kantor pos cabang balikpapan,kiki aswin,"pengiriman oleh kurir balikpapan sangat lama. kalo kirim ke balikpapan, pake ekspedisi aja. semoga segera ganti managementnya.",1,2021-08-11
tempat favorite waktu zaman sma,kantor pos cabang balikpapan,m,tempat favorite waktu zaman sma,4,2020-08-11
g mna sich nic kantor pos klo hbngn diantidakt trus klo tlpn lngsng sbuk hrus tegur,kantor pos cabang balikpapan,fitry samsul,g mna sich nic kantor pos klo di hbngn gak diangkt trus klo di tlpn lngsng sbuk hrus di tegur,5,2016-08-11
bukti nyata serius dlm kirim barang dokeumen profesional ditunjjukan pos indonesia,kantor pos cabang balikpapan,espe es,bukti nyata keseriusan dlm pengiriman barang atau dokumen yg profesional yg ditunjjukan pos indonesia,5,2018-08-11
kau kirim barang meja atu komplesor g inpoya dong hari,kantor pos cabang balikpapan,ali ali,"kau buat pengiriman barang seperti meja atu komplesor bisa g....
inpoya dong untuk hari ini",5,2019-08-11
ruantidaknnya luas layan ramah,kantor pos cabang balikpapan,hanna muji,ruangannya luas... pelayanannya ramah..,5,2024-09-11
kalo mau kirim barang setidakla setidaklanya usaha besar di indonesia ini bayar apa boleh jasa keuantidakn boleh,kantor pos cabang balikpapan,sukses berawal dari sini,"ya kalo mau kirim barang segala segalanya bisa di perusahaan terbesar di indonesia ini, bayar apapun boleh,, jasa keuangan boleh...",5,2013-08-11
mantapb pt pos kmren kirim paket jam 20 15 mash buka,kantor pos cabang balikpapan,kasyful khuzairi,mantabb pt pos...kmren saya kirim paket jam 20.15 mash buka...,5,2022-08-11
nomer telp kantor pos ditelp diantidakat diantidakat malah telp fax suruh telp kenomer diantidakat2 bingung tidak tuh,kantor pos cabang balikpapan,awie macho,"nomer telp kantor pos ditelp tidak diangkat, yg diangkat malah telp fax, dan disuruh telp kenomer yg tidak diangkat2.. bingung gak tuh?",1,2017-08-11
paket super jumbo isi motor ntidak anter rumah  santidakt kecewa ambil sendiri  ,kantor pos cabang balikpapan,wahyu manda saputra,"paket super jumbo isi motor ,ngk di anter sampai rumah , sangat mengecewakan harus ambil sendiri 😢😢😢😢😢 …",1,2017-08-11
-maaf mau tanya kalau kirim barang via laut balikpapan pontianak paket biasa 2 minggu tuju kira2 berapa ontidakos kirim,kantor pos cabang balikpapan,achmad busiri,-maaf mau tanya kalau kirim barang via laut dari balikpapan ke pontianak paket biasa yg 2 minggu sampai tujuan kira2 berapa ya ongkos kirimnya,5,2019-08-11
petutidaks lokeetnya ramah ruantidakn bersih rapi,kantor pos cabang balikpapan,susila winata,"petugas loketnya ramah, ruangan bersih rapi",5,2024-08-11
kantor pos apa kubur telpon koke ada antidakat makan tidakji buta,kantor pos cabang balikpapan,aldo genic,ini kantor pos apa kuburan. di telpon kok gk ada yg angkat. makan gaji buta.,1,2017-08-11
profesional sertidakp tepat waktu aman tentu biaya cukup murah old but gold ,kantor pos cabang balikpapan,alhamdulillah_,"profesional, sergap, tepat waktu dan aman. dan tentunya dgn biaya yg cukup murah. old but gold ❤️",5,2018-08-11
jam buka panjang smotidak terus buka sampe malam,kantor pos cabang balikpapan,ajeng dwiyani,jam bukanya panjang. smoga terus buka sampe malam,5,2024-08-11
keren sekarang kantor bagus layan saing,kantor pos cabang balikpapan,dina ariyani,keren sekarang kantornya bagus dan pelayanannya bersaing,5,2023-08-11
layananya buka jam 10 malam mantapb,kantor pos cabang balikpapan,budi santoso,layananya buka sampai jam 10 malam.. mantabb..,5,2024-08-11
kecewa ngirim motor plat nomor g satu,kantor pos cabang balikpapan,adi p,"mengecewakan, ngirim motor plat nomor g ada satu...",1,2019-08-11
semua nomor telpon kantor pos dibalikpapan fix ngtidak yang ntidakntidakat santidakt informatif bisa bantu urgent,kantor pos cabang balikpapan,arna okta,semua nomor telpon kantor pos dibalikpapan fix nggak ada yang ngangkat. sangat tidak informatif. tidak bisa membantu ketika urgent,1,2017-08-11
aman amanah servise bagus,kantor pos cabang balikpapan,yani rukani,"aman dan amanah, servise bagus.",4,2024-09-11
ada ubah signifikan muntidakin puntuk user nyaman tunggu,kantor pos cabang balikpapan,dandy veterly,belum ada perubahan signifikan yang mungkin membuat user nyaman menunggu,4,2018-08-11
bagus kirim cepat layan jg santidakt bagus,kantor pos cabang balikpapan,rahma bppn,bagus pengiriman cepat pelayanannya jg sangat bagus,5,2020-08-11
sukses terus menjatidak amanat,kantor pos cabang balikpapan,muh aries yusuf,sukses terus dalam menjaga amanat,5,2024-09-11
pakai paket tipe kilat khusus ssaja lama sampai,kantor pos cabang balikpapan,novia harfianty,"pakai paket tipe ""kilat khusus"" masih saja lama sampai.",1,2019-08-11
lama amat barang nyampe2 udah 2 minggu,kantor pos cabang balikpapan,khaithir haidar,"lama amat, barang ga nyampe2 udah 2 minggu",1,2018-08-11
layan cepat ramah tahan,kantor pos cabang balikpapan,firman aprilianto,pelayanan cepat dan ramah ...pertahankan...,5,2024-08-11
barang antar kirim lama,kantor pos cabang balikpapan,fransiskus elfren,"barang tidak diantar"", pengiriman lama",1,2020-08-11
kantor pos balikpapan proses jadi lebih baik,kantor pos cabang balikpapan,hhadiwibowo,"kantor pos balikpapan, berproses menjadi lebih baik",4,2023-08-11
express next day barang jutidak tiba hingtidak sekarang,kantor pos cabang balikpapan,muhammad rifaldy,express next day barang belum juga tiba hingga sekarang,1,2019-08-11
costumer banyak ada no antri antri pakai diri,kantor pos cabang balikpapan,ummu fahmi,"costumer banyak tidak ada no. antrian
antri pakai berdiri",2,2018-08-11
layan nya okee ,kantor pos cabang balikpapan,fitria barito,pelayanan nya oke..👍👍👍 …,5,2024-09-11
tempat kirim surat barang expedisi lain,kantor pos cabang balikpapan,d m loudewyek,"tempat mengirim surat dan barang, selain expedisi lainnya",3,2018-08-11
kirim lambat layan model apa ini kecewa,kantor pos cabang balikpapan,van java sablon,pengiriman lambat......pelayanan model apa ini....kecewa,1,2019-08-11
sepentidaklaman aku sih layan okee saja,kantor pos cabang balikpapan,gevinda rizki dewi,sepengalaman aku sih pelayanan oke aja...,4,2017-08-11
barang 3 hari lalu kirim batu karang batu sopang belum padahal mau pakai lebaran,kantor pos cabang balikpapan,adhi dumar official,"barang 3 hari yang lalu dikirim ke batu karang, batu sopang. tapi belum sampai padahal mau dipakai lebaran",1,2020-08-11
kantor pos besar balikpapan,kantor pos cabang balikpapan,dbguntoro,kantor pos besar balikpapan,4,2018-08-11
nda mau pake pos lama,kantor pos cabang balikpapan,faisal nasrum,"nda mau lagi pake pos, kelamaan.",1,2021-08-11
lokeasinya santidakt santidakt mudah cari ada lokeasi santidakt strategis,kantor pos cabang balikpapan,nur hikmah,lokasinya sangat sangat mudah di cari dan berada di lokasi yang sangat strategis,5,2022-08-11
jam layan publik lebih panjang terima kasih ,kantor pos cabang balikpapan,hasani anwar124,jam pelayanan publik lebih panjang... terima kasih ..,4,2016-08-11
mudah lihat jalan utama,kantor pos cabang balikpapan,sadira prayata bayu ramadhani - dpib,mudah dilihat dari jalan utama,5,2019-08-11
santidakt ramah mudah layan nya,kantor pos cabang balikpapan,agus,sangat ramah dan mudah pelayanan nya,5,2023-08-11
jadi rahasia umum batidakimana layan kantor publik,kantor pos cabang balikpapan,kang nur,sudah jadi rahasia umum bagaimana pelayanan di kantor publik,3,2021-08-11
banyak akan keluh biar bintang ssaja bicara,kantor pos cabang balikpapan,decki arvinantyo,banyak yang akan saya keluhkan... biar bintang saja yg berbicara,1,2019-08-11
layan muas antri lama,kantor pos cabang balikpapan,marconi kamal,pelayanan memuaskan. antrinya gak lama,4,2017-08-11
biasa saja lambat kirim,kantor pos cabang balikpapan,cyla indry,biasa aja....lambat pengirimannya,3,2019-08-11
kantor pos buka hari minggu,kantor pos cabang balikpapan,j yogatama,kantor pos yang buka di hari minggu,5,2016-08-11
bagus layan ramah baik sedikit lambat,kantor pos cabang balikpapan,fanshegets86 channel,bagus pelayanan ramah baik namun sedikit lambat,5,2018-08-11
paket nyasar kantor apa nda beres,kantor pos cabang balikpapan,karim ozan,paket saya nyasar kantor apa ini nda beres,1,2017-08-11
jl jendarial sudirman no 31 kode pos 76111,kantor pos cabang balikpapan,syaiful hilman,"jl. jendral sudirman no. 31, kode pos 76111",5,2014-08-11
susah betul di tlp  ngtidak diantidakat2 padahal penting,kantor pos cabang balikpapan,ningrum amanda,susah betul ya di tlp .. nggak diangkat2 padahal penting,1,2019-08-11
surat kirim berapa tahun,kantor pos cabang balikpapan,firli susilowati,surat tidak dikirim sudah berapa tahun...,1,2019-08-11
top mantap is the best,kantor pos cabang balikpapan,kasyful salza ega zerlinda,top mantap is the best,5,2024-09-11
lg tuju rumah makan tanjung hijrah balikpapan,kantor pos cabang balikpapan,bimo sinatriya,"lg menuju rumah makan tanjung hijrah
balikpapan",4,2014-08-11
kantor pos pusat paling besar balikpapan,kantor pos cabang balikpapan,niken bellani,kantor pos pusat dan paling besar di balikpapan,4,2018-08-11
bersih indah iman,kantor pos cabang balikpapan,fandi sopiyansyah,"bersih, indah, dan beriman.",5,2024-08-11
estimasi nya kadang kurang tepat,kantor pos cabang balikpapan,alif tristanto,estimasi nya kadang kurang tepat,3,2022-08-11
banyak preman nontidakrongin parkir  ,kantor pos cabang balikpapan,aditiyo,kebanyakan preman nongkrongin parkiran  🙄 …,3,2018-08-11
layan kurang telepon jawab,kantor pos cabang balikpapan,dika wijaya,pelayanan kurang. telepon tidak dijawab,1,2020-08-11
layan cepat ramah,kantor pos cabang balikpapan,suka_bobo (fahrizal),pelayanan cepat dan ramah,5,2023-08-11
bagus santidakt menyenatidakan,kantor pos cabang balikpapan,anak rantau chanel,bagus sangat menyenagkan...,4,2019-08-11
layan kurang baik,kantor pos cabang balikpapan,kartikasari hasan,pelayanan kurang baik,1,2022-08-11
bersih ramah,kantor pos cabang balikpapan,edy mulawarman,bersih dan ramah,5,2022-08-11
enak parkir mobil,kantor pos cabang balikpapan,poetra sugiarto,enak parkir mobilnya,3,2017-08-11
kirim apa mana,kantor pos cabang balikpapan,refa march,kirim apa aja kemana aja,4,2023-08-11
salah satu tempat baik beli bea materai dokeumen barang kirim surat balikpapan,kantor pos cabang balikpapan,benny sidharta,"salah satu tempat terbaik untuk pembelian bea materai, dokumen, barang, pengiriman surat di balikpapan.",5,2022-08-11
manfaat hingtidak ini bahkan bagi besar masyarakat guna koneksi digital tidakdget internet dibandintidakan kantor pos anak sekolah unjung tempat sebut mempelsajari lebih lanjut proses lama beli prantidako kolektor sedia sana,kantor pos cabang balikpapan,anonymous smoker,masih bermanfaat hingga saat ini bahkan sebagian besar masyarakat menggunakan koneksi digital pada gadget internet dibandingkan kantor pos. anak-anak sekolah dapat mengunjungi tempat tersebut untuk mempelajari lebih lanjut tentang proses lama dan membeli prangko untuk kolektor yang tersedia di sana.,3,2018-08-11
jadul masih eks antara saing tarif baik tarif murah layan kirim satu malam lacak mudah lalu situs web resmi jutidak sedia western union transfer uang luar negeri bayar pensiun,kantor pos cabang balikpapan,farrah salim,"jadul tapi masih eksis di antara para pesaing. tarif terbaik, tarif termurah untuk layanan pengiriman satu malam, dan pelacakan mudah melalui situs web resmi. juga menyediakan western union untuk transfer uang ke luar negeri, dan pembayaran untuk pensiun.",5,2018-08-11
telepon tanya mentidakpa 10 hari paket surabaya - samarinda jutidak tiba ada jawab telepon pada pukul 16 57 padahal kata buka jam 8 malam,kantor pos cabang balikpapan,angelina christina,"telah menelepon untuk menanyakan mengapa setelah 10 hari paket dari surabaya - samarinda belum juga tiba, tidak ada yang menjawab telepon saya pada pukul 16:57. padahal katanya buka sampai jam 8 malam.",1,2018-08-11
cs nya di tegur nomer di hub ada antidakat,kantor pos cabang balikpapan,juhdi susiawan,"tolong cs nya sudah di tegur, nomer yg di hub tidak ada yg angkat!",1,2016-08-11
tempat luas terlalu ramai,kantor pos cabang balikpapan,husna syahrama,"tempatnya luas, tidak terlalu ramai.",5,2021-08-11
jauh baik ssaja  ,kantor pos cabang balikpapan,risna nna,sejauh ini baik-baik saja 👌 …,4,2018-08-11
kantor pos lalubea balikpapan,kantor pos cabang balikpapan,yodi hanidi,kantor pos lalubea balikpapan.,3,2017-08-11
buka nya molor jadwal,kantorpos kandangan,husain,buka nya molor dr jadwal,1,2025-06-11
barang aq lama baru d infut,kantorpos kandangan,arsya habibie,barang aq lama baru d infut,3,2025-04-11
tintidakatkan kualitas ramah bagi lokeet nya layan nya ubah tidak ramah dulu ,kantorpos kandangan,rani t,"tingkatkan lagi kualitas keramahan di bagian loket nya, pelayanan nya sudah berubah sudah tidak seramah dulu🙂 …",1,2024-08-11
layan pelangtidakn santidakt buruk,kantorpos kandangan,adhan gaga,pelayanan pelanggan sangat buruk,1,2024-12-11
layan mantap barang langsung antar rumah,kantorpos kandangan,abu salem,"pelayanan mantap, barang kita langsung diantarkan kerumah....",5,2016-08-11
layan bagus kemarin kirim motor samarinda kantor pos,kantorpos kandangan,arif yayan,"pelayanan bagus
kemarin kirim motor ke samarinda di kantor pos ini",5,2017-08-11
layan baik sejatidakt raya,kantorpos kandangan,v_arts,pelayanannya terbaik sejagat raya,4,2023-08-11
kirim barang bayar apa di pos,kantorpos kandangan,muhammad noor ihsan,selain kirim barang bisa bayar apa aja di pos,5,2018-08-11
kantor dentidakn layan baik,kantorpos kandangan,black,kantor dengan pelayanan terbaik,5,2023-08-11
layan ramah respon cepat pickup paket dentidakn cepat kantor bersih,kantorpos tanjung redeb,dio anugrah supriadi,"pelayanannya ramah, respon cepat, bisa pickup paket dengan cepat dan kantornya bersih.",5,2025-06-11
layan sekarang cepett kirim paket jawa 3 hari nyampek sabtu minggu tetep buka lagi,kantorpos tanjung redeb,aria kharismanda,"pelayanan sekarang cepett, kirim paket dari jawa 3 hari nyampek, sabtu minggu tetep buka lagii",5,2025-02-11
kurir santidakt profesional koke salah alamat padahal lentidakap loh alamat tera paket lentidakap dentidakn setail rumah nomor hp tidak konfirmasi dulu biar nda salah alamat,kantorpos tanjung redeb,reza berau,kurirnya sangat tidak profesional. kok bisa salah alamat?padahal lengkap loh alamat yang tertera di paket lengkap dengan setail rumah dan nomor hp. kenapa tidak konfirmasi dulu biar nda salah alamat?,1,2025-06-11
layan baik parkir mulai luas tingtidakl benah kantor ssaja harus besarin atidakr layan lebih optimal,kantorpos tanjung redeb,ramdan hanafi,"pelayanan sudah membaik, parkir sudah mulai luas tinggal pembenahan kantor saja yang harus di besarin agar pelayanan bisa lebih optimal",3,2018-08-11
buka hari minggu apa untuj tarik western union,kantorpos tanjung redeb,liana sweety,apakah buka di hari minggu dan apa bisa untuj tarik western union,5,2025-07-21
baru guna jasa layan kantor pos  2 minggu lalu layan santidakt baik santidakt amanah pesan sampai kirim sesuai alamat terima bantu pak jokeo terima kasih banyak pak jokeo  ,kantorpos tanjung redeb,sari yunita,"baru menggunakan jasa layanan kantor pos ini ± 2 minggu yg lalu, pelayanannya sangat baik, sangat amanah, pesanan saya tersampaikan dan dikirim sesuai alamat penerima, saya dibantu oleh pak joko, terima kasih banyak pak joko 🙏🏻 …",5,2024-12-11
plat kuning profesional banget paket antar balik dentidakn alas rumah temu padahal alamat lentidakap tera no hp mau hubung nomernya status kirim ulang kirim ulang pantas tidak maju maju kalo begini layan,kantorpos tanjung redeb,wahyu jodie.2,plat kuning ga profesional banget.paket diantar tapi balik lagi dengan alasan rumah tidak ditemukan.padahal alamat lengkap.tertera no hp tapi tidak mau menghubungi nomernya.status kirim ulang kirim ulang.pantas ga maju maju kalo begini pelayanannya.,2,2024-08-11
payah paket udah 8 hari tanjung-labanan status delivery runsheet asa kirim paket jawa  kapoke kirim paket pake pos mana nomer telpon cuma psajantidakn telpon aktif ngtidak diantidakat,kantorpos tanjung redeb,rohid naufal putra,"payah. paket udah 8 hari tanjung-labanan statusnya masih delivery runsheet. berasa kirim paket ke jawa 😤

kapok kirim paket pake pos. mana nomer telpon cuma buat pajangan, ditelpon aktif tapi nggak diangkat",1,2023-08-11
kantor pos rau kirim surat dulu,kantorpos tanjung redeb,siswanto nugroho,kantor pos berau...kirim surat dulu.,5,2018-08-11
kapoke bumn gin amat keterantidakn antar ulang antar ulang sampe lebaran monyet gitu terus jelasin donk kalo ngtidak door to door bayar bukan suruh jemput sendiri,kantorpos tanjung redeb,wer neweer,"kapok. bumn gini amat. keterangan antar ulang, antar ulang. sampe lebaran monyet gitu terus. jelasin donk kalo nggk bisa door to door. sudah bayar bukan untuk disuruh jemput sendiri",1,2023-08-11
senang bisa kunjung kantor pos kantor pos rau lokeasinya ada pusat kota ada jalur utama petutidaksnya santidakt ramah sini betul kunjung kemari sekali mentidakjarkan anak lebih paham kantor pos jutidak istilah ada kontor pos parkir luas gratis,kantorpos tanjung redeb,anik setyawati,"senang masih bisa berkunjung ke kantor pos.kantor pos berau lokasinya berada di pusat kota dan ada dijalur utama.petugasnya sangat ramah disini, karena kebetulan ketika berkunjung kemari saya sekalian mengajarkan kepada anak untuk lebih paham tentang kantor pos dan juga istilah-istilah yang ada di kontor pos.parkirannya luas dan gratis.",5,2022-08-11
senang sini tempat tempat besejarah pustaka apung balikukup karna santidakt sering datang mentidakmbil paket buku donasi orang baik jutidak dentidakn coral warrior tempat begitu banyak cerita sebatidaki tempat yabg tepat ngirim paket donasi baju,kantorpos tanjung redeb,lelaki optimis,"senang disini. tempat ini tempat besejarah bagi pustaka apung balikukup, karna sangat sering datang mengambil paket buku donasi dari orang baik, begitu juga dengan coral warrior, tempat ini begitu banyak ceritanya, sebagai tempat yabg tepat untuk ngirim paket donasi baju.",5,2020-08-11
no telepon kantor pos bisa hubung masyarakat jauh lokeasi kantor pos ini santidakt sulit di zaman harus serba cepat praktis sekarang ini harus segera ditindaklanjuti,kantorpos tanjung redeb,rahmat nugroho,"no telepon kantor pos tidak bisa dihubungi. untuk masyarakat yang jauh dari lokasi kantor pos, hal ini sangat menyulitkan. apalagi di zaman yang harus serba cepat dan praktis sekarang ini.
harus segera ditindaklanjuti.",1,2019-08-11
barang aku ssudah smpe pos tnjung redep sejak tagtidakl 29 maret 2020 smpe skarenag barang ny blum antar jadi aku minta atidake gesit pengntaran ,kantorpos tanjung redeb,muhammad salman,"barang aku sudh smpe di pos tnjung redep sejak taggal 29 maret 2020 smpe skrng barang ny blum di antarkan, jadi aku minta agae gesit pengntaran ???",3,2020-08-11
mau ambil paket tp mulai hari tutup sudah paksa habis lebaran baru ambil coba kalau tutup pentidakntaran paket jalan hufftt,kantorpos tanjung redeb,badut kampang,"mau ambil paket tp mulai hari ini tutup sudah, terpaksa habis lebaran baru bisa diambil, coba kalau tutup pengantaran paket masih dijalankan hufftt...",3,2020-08-11
kirim barang jutidak berbatidaki layan bayar laku di kantor pos,kantorpos tanjung redeb,erwinsugi,selain pengirim barang ada juga berbagai layanan pembayaran bisa di lakukan di kantor pos,5,2019-08-11
hari sabtu kantor pos buka tidak,kantorpos tanjung redeb,ardy edge,hari sabtu kantor pos buka atau tidak?,4,2024-11-11
kantor pos rau cair uang western union,kantorpos tanjung redeb,ningtiya opi,apakah kantor pos berau bisa mencairkan uang dari western union?,3,2023-08-11
layan bagus lokeasinya strategis,kantorpos tanjung redeb,riska intan yuliana,"pelayanannya bagus, lokasinya strategis",5,2019-08-11
layan ramah cepat  layan berbatidaki mcm transaksi proses cepat  antri atur ,kantorpos tanjung redeb,fino duabelas12,"pelayanan yg ramah dan cepat ..
melayani berbagai mcm transaksi dgn proses yg cepat 👍
antrian yg teratur👍 …",4,2021-08-11
jasa kirim paket surat bayar angsur motor mobil kirim uang dapat andal ,kantorpos tanjung redeb,ahmad fajri,"jasa pengiriman paket,surat, pembayaran angsuran motor,mobil,pengiriman uang yang dapat diandalkan.....👍 …",5,2019-08-11
layan cepat ramah buka malam parkir luas gratis bersih,kantorpos tanjung redeb,prianto vrediawan,"pelayanan cepat, ramah dan buka sampai malam. parkiran luas gratis dan bersih.",5,2022-08-11
layan cepat ramah dentidakn hartidak baik kirim pelosoke dalam,kantorpos tanjung redeb,parardya satyasinggara,pelayanannya cepat dan ramah dengan harga terbaik untuk pengiriman ke pelosok/pedalaman,5,2016-08-11
barang jutidak di tempat padahal kurir bawa,kantorpos tanjung redeb,bagas jawa286,barang tidak juga sampai di tempat padahal kurir sdh membawanya,3,2020-08-11
jam layan nya mantap,kantorpos tanjung redeb,abah rafath,jam pelayanan nya mantap,5,2024-10-11
mau cek paket barang udah atau belum mohon info,kantorpos tanjung redeb,adit oke,mau cek paket barang udah sampai atau belum..mohon info,4,2020-08-11
cepat ramah protokeol sehat era covid nya cukup baik,kantorpos tanjung redeb,yayuk yuliarti,"cepat, ramah dan protokol kesehatan era covid nya cukup baik",4,2021-08-11
semua bayar sini,kantorpos tanjung redeb,tesa nur rohman,semua pembayaran bisa disini.,4,2019-08-11
bisa kirim hp lewat kantor pos,kantorpos tanjung redeb,widya oktavia,apakah bisa mengirim hp lewat kantor pos?,1,2021-08-11
mohon maaf post buka kh hari ini,kantorpos tanjung redeb,putri fadillah,mohon maaf post buka kh hari ini?,4,2021-08-11
ko paket z tahan di kantor,kantorpos tanjung redeb,firda yanti,"ko paket z ditahan ya di kantor,",4,2021-08-11
layan ramah parkir atur,kantorpos tanjung redeb,oki purwadi,pelayanan ramah parkirannya sudah teratur,4,2017-08-11
kantor pos dinkota tidakmpang akses,kantorpos tanjung redeb,yoga wigunanto,kantor pos dinkota dan gampang di akses,5,2018-08-11
kantor pos tanjung redeb juara,kantorpos tanjung redeb,elvano purnomo,kantor pos tanjung redeb juara,5,2018-08-11
kode pos rau brpa,kantorpos tanjung redeb,aby saci,kode pos berau brpa,5,2017-08-11
tempat kirim barang murah,kantorpos tanjung redeb,uya suriyadi,tempat pengiriman barang murah,5,2018-08-11
sesuai dentidakn peruntukanya,kantorpos tanjung redeb,suardi jawa,sesuai dengan peruntukanya,5,2023-08-11
layan mntap ramah ,kantorpos tanjung redeb,papa ziezie,pelayanan yg mntap dan ramah👍👍👍 …,5,2021-08-11
layan nya lamban payah,kantorpos tanjung redeb,muhammad aqil maulana,"pelayanan nya lamban ,payah",1,2018-08-11
kirim jawa kah,kantorpos tanjung redeb,novan sharingan,kirim ke jawa bisa kah,4,2018-08-11
layan bagus responnya santidakt cepat selesai apa pun masalah apa pun kendala apa yang berhubuntidakn dentidakn impor barang,kantorpos tanjung redeb,muhammad ector prasetyo,"pelayanannya bagus dan responnya sangat cepat untuk menyelesaikan apa pun, masalah apa pun, dan kendala apa pun yang berhubungan dengan impor barang.",5,2023-08-11
layan bagus banget  ,kantorpos tanjung redeb,imran khan (imoo),pelayanannya bagus banget 😊 …,2,2025-01-11
aku kerja sini  ,kantorpos tanjung redeb,abinya arfi,aku bekerja di sini 😀😁 …,5,2016-08-11
layan cepat antri bayar listrik beda yang pentidakmbilan pensiun kalau kirim kargo jutidak tepat waktu biasa guna paket jumbo ekonomi estimasi waktu sesuai,kantor pos sanggau,cahya isnaini,"pelayanan cepat untuk antrian pembayaran (listrik) berbeda dari yang pengambilan pensiun. kalau untuk pengiriman kargo juga tepat waktu, biasanya saya menggunakan paket jumbo ekonomi dan estimasi waktunya sesuai.",5,2022-08-11
pilih pos sangtidaku baik beri layan kirim paket tagih transaksi top,kantor pos sanggau,my smsr,"pilihan pos sanggau, yang terbaik memberikan layanan, kirim paket, tagihan transaksi top",5,2025-02-11
